subject,year,location,creator,type,attribution,icon,choice,lat,lng,popup,image,img_src,geometry
Lydia Watson,1833,"Princeton, MA",Rufus Porter,portrait,MFA,portrait,rp,42.447768167872,-71.8818683605704,"<b>Lydia Watson</b><br>Attributed to  Rufus Porter<br>Circa 1833<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720', width = '200'><br><small>Image from Museum of Fine Arts, Boston</small>",https://docs.google.com/drawings/d/e/2PACX-1vThhCm9JHQv-ID3TJTNJUaiuYrMKPB2HJY0CPHte-rtcosNcf9LdWmvq0CtFPC9tzO0M_1dAPrp5x1V/pub?w=960&h=720,"Museum of Fine Arts, Boston","c(42.447768167872, -71.8818683605704)"
Captain Samuel Benjamin House,1830,"Winthrop, ME",Porter School,mural,MSM,school,school,44.3053037395034,-69.9752672908087,"<b>Captain Samuel Benjamin House</b><br>Attributed to  Porter School<br>Circa 1830<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSFidbgYNfvoip9GJN7TeLSg6d9ssE9dsMqL5SO2XnBaXJe4tA9b3tlnN3mNBfslBdONZlQolQS_okB/pub?w=960&h=720', width = '200'><br><small>Image from <em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vSFidbgYNfvoip9GJN7TeLSg6d9ssE9dsMqL5SO2XnBaXJe4tA9b3tlnN3mNBfslBdONZlQolQS_okB/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,"c(44.3053037395034, -69.9752672908087)"
Oliver Wight House,1830,"Sturbridge, MA",Porter School,mural,OSV,school,school,42.1047369739712,-72.0651428546071,"<b>Oliver Wight House</b><br>Attributed to  Porter School<br>Circa 1830<br><img src='https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg', width = '200'><br><small>Image from Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg,Wikimedia Commons,"c(42.1047369739712, -72.0651428546071)"
Besty Long Ellis,1815,"Middleboro, MA",Rufus Porter,portrait,RPM,portrait,rp,41.8935990097172,-70.9060537815953,"<b>Besty Long Ellis</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1815<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(41.8935990097172, -70.9060537815953)"
Mary Gorham Irish,1819,"Gorham, ME",Rufus Porter,portrait,RPM,portrait,rp,43.6757921113569,-70.4364183447837,"<b>Mary Gorham Irish</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1819<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.6757921113569, -70.4364183447837)"
Judith Carter,1820,"Hopkinton, MA",Rufus Porter,portrait,RPM,portrait,rp,42.2269099948892,-71.5171147388139,"<b>Judith Carter</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1820<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.2269099948892, -71.5171147388139)"
Timothy Carter,1820,"Hopkinton, MA",Rufus Porter,portrait,RPM,portrait,rp,42.225522132071,-71.5267155381899,"<b>Timothy Carter</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1820<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.225522132071, -71.5267155381899)"
Mrs. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.7013353081939,-74.9242097857644,"<b>Mrs. Cooper</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1820<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.7013353081939, -74.9242097857644)"
Mr. Cooper,1820,"Cooperstown, NY",Rufus Porter,portrait,RPM,portrait,rp,42.6989969521758,-74.9132480656145,"<b>Mr. Cooper</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1820<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.6989969521758, -74.9132480656145)"
Nathan Peabody Ames,1825,"Chelmsford, MA",Rufus Porter,portrait,RPM,portrait,rp,42.600912793169,-71.3722256389632,"<b>Nathan Peabody Ames</b><br>Attributed to Rufus Porter by the Rufus Porter Museum<br>Circa 1825<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.600912793169, -71.3722256389632)"
Dalton House,1830,"Parsonfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.7237359862171,-70.9230015714393,"<b>Dalton House</b><br>Signed by Jonathan D. Poor<br>Circa 1830<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-13_-15---Dalton-signature.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-13_-15---Dalton-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(43.7237359862171, -70.9230015714393)"
Chillis House,1830,"Parsonfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.725801577468,-70.9193496853593,"<b>Chillis House</b><br>Signed by Jonathan D. Poor<br>Circa 1830<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-14_-16---Morison-signature.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-14_-16---Morison-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(43.725801577468, -70.9193496853593)"
Frank Hanson House,1830,"Winthrop, ME",E.V. Bennett,mural,signed,other,other,44.3066463629363,-69.9679592454432,"<b>Frank Hanson House</b><br>Signed by E.V. Bennett<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.3066463629363, -69.9679592454432)"
Knowlton House,1830,"Winthrop, ME",E.J. Gilbert,mural,signed,other,other,44.3089636570164,-69.9798829593476,"<b>Knowlton House</b><br>Signed by E.J. Gilbert<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.3089636570164, -69.9798829593476)"
Professor Diller House,1834,"Chesterville, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.5535159118797,-70.0784066037537,"<b>Professor Diller House</b><br>Signed by Jonathan D. Poor<br>Circa 1834<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5535159118797, -70.0784066037537)"
Fuller Dyke House,1834,"Chesterville, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.5500705324758,-70.0962267720274,"<b>Fuller Dyke House</b><br>Signed by Jonathan D. Poor<br>Circa 1834<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5500705324758, -70.0962267720274)"
Donald L. Priest House,1835,"Groton, MA",Jonathan D. Poor,mural,signed,jdp,jdp,42.6116215328789,-71.5730448298391,"<b>Donald L. Priest House</b><br>Signed by Jonathan D. Poor<br>Circa 1835<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(42.6116215328789, -71.5730448298391)"
Emerson House,1835,"Wakefield, MA",Rufus Porter,mural,signed,rp_mural,rp,42.5061765223777,-71.0839511488842,"<b>Emerson House</b><br>Signed by Rufus Porter<br>Circa 1835<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-1_-%281.5-pg.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-1_-%281.5-pg.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(42.5061765223777, -71.0839511488842)"
Shaker Glenn Inn,1835,"Woburn, MA",Rufus Porter,mural,signed,rp_mural,rp,42.475618043179,-71.1469093700239,"<b>Shaker Glenn Inn</b><br>Signed by Rufus Porter<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(42.475618043179, -71.1469093700239)"
Burbank House,1835,"Mt. Vernon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.500549829787,-69.9907075592928,"<b>Burbank House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-5_-%282.37-pg.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-5_-%282.37-pg.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(44.500549829787, -69.9907075592928)"
Judge Bean House,1835,"Readfield, ME",Jonathan D. Poor,mural,signed,jdp,jdp,44.3888476525067,-69.9798581460048,"<b>Judge Bean House</b><br>Signed by Jonathan D. Poor<br>Circa 1835<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-12_-10---Bean-signature-on-ship-LCL.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-12_-10---Bean-signature-on-ship-LCL.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(44.3888476525067, -69.9798581460048)"
Dr. Francis Howe House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,signed,rp_mural,rp,42.2100790380646,-71.2203503675234,"<b>Dr. Francis Howe House</b><br>Signed by Rufus Porter and Stephen Twombly Porter<br>Circa 1838<br><img src='https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg', width = '200'><br><small>Image from Wikimedia Commons</small>",https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg,Wikimedia Commons,"c(42.2100790380646, -71.2203503675234)"
Unidentified House,1830,"Turner, ME",Orison Wood,mural,Lipman,other,other,44.2595184726666,-70.2461751802098,"<b>Unidentified House</b><br>Attributed to Orison Wood by Jean Lipman<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.2595184726666, -70.2461751802098)"
Unidentified House,1835,"West Mt. Vernon, ME",Jonathan D. Poor,mural,Lipman,jdp,jdp,44.4491277142496,-70.0151576881873,"<b>Unidentified House</b><br>Attributed to Jonathan D. Poor by Jean Lipman<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.4491277142496, -70.0151576881873)"
Unidentified House,1833,"Vienna, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.53070267902,-69.984762678086,"<b>Unidentified House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1833<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.53070267902, -69.984762678086)"
Julia Lottie Hills,1835,"Plainville, CT",Rufus Porter,portrait,signed,portrait,rp,41.6719195048818,-72.8554550771952,"<b>Julia Lottie Hills</b><br>Signed by Rufus Porter<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(41.6719195048818, -72.8554550771952)"
Joshua Eaton House,1824,"Bradford, NH","Rufus Porter and Moses Eaton, Jr.",mural,tradition,rp_mural,rp,43.2657225107107,-71.9513938443776,"<b>Joshua Eaton House</b><br>Traditionally attributed to Rufus Porter and Moses Eaton, Jr.<br>Circa 1824<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQ4TzQOcGCe3R4Uz3SBXMw5OrUVBW1FI7a0yUTKviTCTo7TdenzBIXx6qRSaX_2z4z3Zsluf4YE6fjT/pub?w=960&h=720', width = '200'><br><small>Image from <em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vQ4TzQOcGCe3R4Uz3SBXMw5OrUVBW1FI7a0yUTKviTCTo7TdenzBIXx6qRSaX_2z4z3Zsluf4YE6fjT/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,"c(43.2657225107107, -71.9513938443776)"
Thompkins House,1830,"Cornish, ME",Porter School,mural,tradition,school,school,43.8013804586681,-70.7968091189987,"<b>Thompkins House</b><br>Traditionally attributed to Porter School<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.8013804586681, -70.7968091189987)"
Jonathan Cushman House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6734212963073,-70.1642673169712,"<b>Jonathan Cushman House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6734212963073, -70.1642673169712)"
William Gilman House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6678788349604,-70.1556401532213,"<b>William Gilman House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6678788349604, -70.1556401532213)"
David Ingham House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6716919529139,-70.163390038525,"<b>David Ingham House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6716919529139, -70.163390038525)"
Dyer/Currier House,1830,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6745407060697,-70.1488894666927,"<b>Dyer/Currier House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRwzbRw-1fqWCb5qUEnt0vg0TYndXPdFxr6RzzGw9CNian-_XlJDwCyjF9nJeTNs7R-9I0B2IIMviiN/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRwzbRw-1fqWCb5qUEnt0vg0TYndXPdFxr6RzzGw9CNian-_XlJDwCyjF9nJeTNs7R-9I0B2IIMviiN/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.6745407060697, -70.1488894666927)"
Robert C. Bruce House,1840,"New Sharon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6409116214115,-70.0249942979933,"<b>Robert C. Bruce House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1840<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6409116214115, -70.0249942979933)"
Russ House,1830,"Farmington Falls, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6174169890414,-70.0680406756446,"<b>Russ House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQqoq1_4UdVpcXhx7vjzqCgPojkob3QS8eDrhIiPEQuoJpHU-RNpvc5wXi-Iqm8QDCCqdlgWMx5gKu0/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQqoq1_4UdVpcXhx7vjzqCgPojkob3QS8eDrhIiPEQuoJpHU-RNpvc5wXi-Iqm8QDCCqdlgWMx5gKu0/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.6174169890414, -70.0680406756446)"
McDonald Inn,1830,"Limerick, ME",Paine,mural,tradition,other,other,43.6857147551716,-70.7849906042205,"<b>McDonald Inn</b><br>Traditionally attributed to Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.6857147551716, -70.7849906042205)"
Furlong House,1830,"Limerick, ME",Paine,mural,tradition,other,other,43.6880086263404,-70.7941747532339,"<b>Furlong House</b><br>Traditionally attributed to Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.6880086263404, -70.7941747532339)"
Frank Chapman House,1830,"North Parsonfield, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,43.7578539833536,-70.9128880703017,"<b>Frank Chapman House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.7578539833536, -70.9128880703017)"
Helen Cating House,1830,"North Parsonfield, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,43.7573007414886,-70.9141430960689,"<b>Helen Cating House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.7573007414886, -70.9141430960689)"
Dr. William Reid House,1830,"North Parsonfield, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,43.7589594976813,-70.9144130344841,"<b>Dr. William Reid House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.7589594976813, -70.9144130344841)"
Warren Pederson House,1830,"Standish, ME",Jonathan D. Poor,mural,signed,jdp,jdp,43.7387370622235,-70.5532766114767,"<b>Warren Pederson House</b><br>Signed by Jonathan D. Poor<br>Circa 1830<br><img src='http://s3.amazonaws.com/afanews_articles/01019/FIG-11_-13---Prescott-signature.png', width = '200'><br><small>Image from ""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe</small>",http://s3.amazonaws.com/afanews_articles/01019/FIG-11_-13---Prescott-signature.png,"""Rediscovering the Murals of Jonathan D. Poor"" by Jane E. Radcliffe","c(43.7387370622235, -70.5532766114767)"
Barbara E. Parker House,1830,"Standish, ME",Paine,mural,tradition,other,other,43.7335512192733,-70.5480358866569,"<b>Barbara E. Parker House</b><br>Traditionally attributed to Paine<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(43.7335512192733, -70.5480358866569)"
Nathaniel Whittier House,1833,"Vienna, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5313878397908,-69.9781739278424,"<b>Nathaniel Whittier House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1833<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5313878397908, -69.9781739278424)"
Gilman Batchelder House,1833,"Vienna, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.534648234208,-69.9801810925605,"<b>Gilman Batchelder House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1833<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.534648234208, -69.9801810925605)"
Unidentified House,1830,"Turner, ME",Orison Wood,mural,Lipman,other,other,44.2526709182755,-70.254149958994,"<b>Unidentified House</b><br>Attributed to Orison Wood by Jean Lipman<br>Circa 1830<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.2526709182755, -70.254149958994)"
Unidentified House,1835,"West Mt. Vernon, ME",Jonathan D. Poor,mural,Lipman,jdp,jdp,44.4554504809676,-70.0030235742533,"<b>Unidentified House</b><br>Attributed to Jonathan D. Poor by Jean Lipman<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.4554504809676, -70.0030235742533)"
Unidentified House,1833,"Vienna, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5349106289498,-69.9803454942366,"<b>Unidentified House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1833<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5349106289498, -69.9803454942366)"
Captain Thomas Williams House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5497286205145,-70.0809697928989,"<b>Captain Thomas Williams House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1834<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5497286205145, -70.0809697928989)"
Lyman Whittier House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.5488082390814,-70.0829390562018,"<b>Lyman Whittier House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1834<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.5488082390814, -70.0829390562018)"
Thomas Austin House,1834,"Chesterville, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.548451444514,-70.0910139244646,"<b>Thomas Austin House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1834<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.548451444514, -70.0910139244646)"
Dr. Moses Mason House,1835,"Bethel, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4053434825509,-70.7834629735209,"<b>Dr. Moses Mason House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTUjAezgA8_4fGT5N09kIXxLcP6iYVlk5I6fNqfFDp-B3ynnDlmlSjdqAs2WXjZF2fBvNXjUSSD6zvt/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vTUjAezgA8_4fGT5N09kIXxLcP6iYVlk5I6fNqfFDp-B3ynnDlmlSjdqAs2WXjZF2fBvNXjUSSD6zvt/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.4053434825509, -70.7834629735209)"
Milton Gay House,1835,"Farmington, ME",Jonathan D. Poor and Paine,mural,tradition,jdp,jdp,44.6704734506255,-70.1435753615951,"<b>Milton Gay House</b><br>Traditionally attributed to Jonathan D. Poor and Paine<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6704734506255, -70.1435753615951)"
Gerald York House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6689876270616,-70.1444614404992,"<b>Gerald York House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.6689876270616, -70.1444614404992)"
Benjamin Stanley House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.6736138298604,-70.1555647695699,"<b>Benjamin Stanley House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRaJdKCx0ImfFiqm_Atm_kZ3tpxuLsFldbwJFMPxW3WgaaUzchhrmk9Uydk0EmCort69v7G6zzkffig/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRaJdKCx0ImfFiqm_Atm_kZ3tpxuLsFldbwJFMPxW3WgaaUzchhrmk9Uydk0EmCort69v7G6zzkffig/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.6736138298604, -70.1555647695699)"
David E. Currier House,1835,"Farmington, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.668893250354,-70.1447988893364,"<b>David E. Currier House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.668893250354, -70.1447988893364)"
Lieutenant John Lovejoy House,1835,"Fayette, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4119693799424,-70.0443578042213,"<b>Lieutenant John Lovejoy House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSOnPJM4b6VTZ5j_iBlIDxoFzPLSmJORq0ixDYGOjotO5QRwjjzgxdGK8yBSSqZQrPcL0jxux9NkNzp/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSOnPJM4b6VTZ5j_iBlIDxoFzPLSmJORq0ixDYGOjotO5QRwjjzgxdGK8yBSSqZQrPcL0jxux9NkNzp/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.4119693799424, -70.0443578042213)"
Arthur Gordon House,1835,"Mt. Vernon, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.4989689729146,-69.9861268456824,"<b>Arthur Gordon House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='NA', width = '200'><br><small>Image from NA</small>",NA,NA,"c(44.4989689729146, -69.9861268456824)"
Captain Dudley Haines House,1835,"Readfield, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.3845199560786,-69.9670946892252,"<b>Captain Dudley Haines House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSOj7KMEzu3x88kkAt86iv17myL1qX7SOhu6NcG98CwLWTutEz-fUUE7BikxxTScyQlgpr3TK0e0tLj/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSOj7KMEzu3x88kkAt86iv17myL1qX7SOhu6NcG98CwLWTutEz-fUUE7BikxxTScyQlgpr3TK0e0tLj/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.3845199560786, -69.9670946892252)"
William McCleary House,1835,"Strong, ME",Jonathan D. Poor,mural,tradition,jdp,jdp,44.8075326522949,-70.2165977372316,"<b>William McCleary House</b><br>Traditionally attributed to Jonathan D. Poor<br>Circa 1835<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQXExVVL0CCfNq81bDBvgGUTfsAtdkRD9qA2sNLoVCk-dXfCv4SDci-mxy_swgflFD0UlcvfcNnFA1c/pub?w=960&h=720', width = '200'><br><small>Image from <em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQXExVVL0CCfNq81bDBvgGUTfsAtdkRD9qA2sNLoVCk-dXfCv4SDci-mxy_swgflFD0UlcvfcNnFA1c/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,"c(44.8075326522949, -70.2165977372316)"
E.A. West House,1838,"Westwood, MA",Rufus Porter and Stephen Twombly Porter,mural,tradition,rp_mural,rp,42.2161001728113,-71.2281969907179,"<b>E.A. West House</b><br>Traditionally attributed to Rufus Porter and Stephen Twombly Porter<br>Circa 1838<br><img src='https://www.themagazineantiques.com/wp-content/uploads/2020/01/IMG_0011c.jpg', width = '200'><br><small>Image from ""Revisiting Rufus Porter"" by  Suzanne Rudnick Payne AND Michael R. Payne</small>",https://www.themagazineantiques.com/wp-content/uploads/2020/01/IMG_0011c.jpg,"""Revisiting Rufus Porter"" by  Suzanne Rudnick Payne AND Michael R. Payne","c(42.2161001728113, -71.2281969907179)"
